目录,文件名,中文名称,尺寸,AI提示词（英文）,AI提示词（中文）
frontend/public/images/fruits/,bayberry.png,杨梅,512x512,"A cute cartoon bayberry, red bumpy texture, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通杨梅， red bumpy texture，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,cantaloupe.png,哈密瓜,512x512,"A cute cartoon cantaloupe, orange netted skin, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通哈密瓜， orange netted skin，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,fig.png,无花果,512x512,"A cute cartoon fig, purple-green color, teardrop shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通无花果， purple-green color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,jujube.png,枣,512x512,"A cute cartoon jujube, red oval shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通枣， red oval shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,plum.png,李子,512x512,"A cute cartoon plum, purple-red color, round shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通李子， purple-red color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,apricot.png,杏,512x512,"A cute cartoon apricot, orange-yellow color, round shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通杏， orange-yellow color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,loquat.png,枇杷,512x512,"A cute cartoon loquat, golden yellow color, oval shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通枇杷， golden yellow color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,starfruit.png,杨桃,512x512,"A cute cartoon star fruit, yellow color, star shape when cut, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通杨桃， yellow color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,passionfruit.png,百香果,512x512,"A cute cartoon passion fruit, purple wrinkled shell, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通百香果， purple wrinkled shell，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,avocado.png,牛油果,512x512,"A cute cartoon avocado, green outside, cut in half showing pit, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通牛油果， green outside，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,waxapple.png,莲雾,512x512,"A cute cartoon wax apple, pink-red bell shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通莲雾， pink-red bell shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,pepino.png,人参果,512x512,"A cute cartoon pepino, yellow with purple stripes, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通人参果， yellow with purple stripes，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/fruits/,custardapple.png,释迦,512x512,"A cute cartoon custard apple, green bumpy texture, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通释迦， green bumpy texture，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,cabbage.svg,白菜,512x512,"A cute cartoon Chinese cabbage, green leaves, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通白菜， green leaves，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,spinach.svg,菠菜,512x512,"A cute cartoon spinach, dark green leaves, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通菠菜， dark green leaves，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,lettuce.svg,生菜,512x512,"A cute cartoon lettuce, light green leaves, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通生菜， light green leaves，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,rapeseed.svg,油菜,512x512,"A cute cartoon rapeseed vegetable, green leaves with yellow flowers, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通油菜， green leaves with yellow flowers，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,celery.svg,芹菜,512x512,"A cute cartoon celery, green stalks, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通芹菜， green stalks，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,chive.svg,韭菜,512x512,"A cute cartoon chive, long green leaves, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通韭菜， long green leaves，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,waterspinach.svg,空心菜,512x512,"A cute cartoon water spinach, green hollow stems, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通空心菜， green hollow stems，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,carrot.svg,胡萝卜,512x512,"A cute cartoon carrot, orange color with green top, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通胡萝卜， orange color with green top，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,radish.svg,萝卜,512x512,"A cute cartoon radish, white color with green top, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通萝卜， white color with green top，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,potato.svg,土豆,512x512,"A cute cartoon potato, brown oval shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通土豆， brown oval shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,sweetpotato.svg,红薯,512x512,"A cute cartoon sweet potato, purple-red color, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通红薯， purple-red color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,onion.svg,洋葱,512x512,"A cute cartoon onion, purple-white layers, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通洋葱， purple-white layers，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,garlic.svg,大蒜,512x512,"A cute cartoon garlic, white bulb with cloves, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通大蒜， white bulb with cloves，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,ginger.svg,生姜,512x512,"A cute cartoon ginger, beige knobby root, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通生姜， beige knobby root，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,lotus.svg,莲藕,512x512,"A cute cartoon lotus root, beige with holes, cut to show pattern, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通莲藕， beige with holes，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,yam.svg,山药,512x512,"A cute cartoon yam, long brown root, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通山药， long brown root，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,tomato.svg,番茄,512x512,"A cute cartoon tomato, red round shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通番茄， red round shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,cucumber.svg,黄瓜,512x512,"A cute cartoon cucumber, green long shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通黄瓜， green long shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,eggplant.svg,茄子,512x512,"A cute cartoon eggplant, purple long shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通茄子， purple long shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,pepper.svg,辣椒,512x512,"A cute cartoon chili pepper, red color, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通辣椒， red color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,pumpkin.svg,南瓜,512x512,"A cute cartoon pumpkin, orange color with ridges, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通南瓜， orange color with ridges，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,wintermelon.svg,冬瓜,512x512,"A cute cartoon winter melon, large green oblong shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通冬瓜， large green oblong shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,luffa.svg,丝瓜,512x512,"A cute cartoon luffa, long green ridged shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通丝瓜， long green ridged shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,bittergourd.svg,苦瓜,512x512,"A cute cartoon bitter gourd, green bumpy texture, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通苦瓜， green bumpy texture，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,greenpepper.svg,青椒,512x512,"A cute cartoon green bell pepper, green color, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通青椒， green color，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,bean.svg,豆角,512x512,"A cute cartoon green bean, long green pod, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通豆角， long green pod，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,pea.svg,豌豆,512x512,"A cute cartoon pea pod, green with round peas inside, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通豌豆， green with round peas inside，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,edamame.svg,毛豆,512x512,"A cute cartoon edamame, green fuzzy pod, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通毛豆， green fuzzy pod，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,greenbean.svg,四季豆,512x512,"A cute cartoon green string bean, green long pod, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通四季豆， green long pod，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,flatbean.svg,扁豆,512x512,"A cute cartoon flat bean, green flat pod, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通扁豆， green flat pod，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,broccoli.svg,西兰花,512x512,"A cute cartoon broccoli, green tree-like shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通西兰花， green tree-like shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,cauliflower.svg,花菜,512x512,"A cute cartoon cauliflower, white tree-like shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通花菜， white tree-like shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,mushroom.svg,蘑菇,512x512,"A cute cartoon mushroom, white cap with brown spots, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通蘑菇， white cap with brown spots，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,shiitake.svg,香菇,512x512,"A cute cartoon shiitake mushroom, brown cap, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通香菇， brown cap，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,fungus.svg,木耳,512x512,"A cute cartoon wood ear fungus, black wavy shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通木耳， black wavy shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,enoki.svg,金针菇,512x512,"A cute cartoon enoki mushroom, white thin stems with small caps, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通金针菇， white thin stems with small caps，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,corn.svg,玉米,512x512,"A cute cartoon corn, yellow kernels in rows, green husk, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通玉米， yellow kernels in rows，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,bamboo.svg,竹笋,512x512,"A cute cartoon bamboo shoot, beige cone shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通竹笋， beige cone shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,asparagus.svg,芦笋,512x512,"A cute cartoon asparagus, green spear shape, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通芦笋， green spear shape，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
frontend/public/images/vegetables/,okra.svg,秋葵,512x512,"A cute cartoon okra, green ridged pod, smiling face for children's education app, simple and friendly style, big eyes, white background, flat design, vector style, kawaii aesthetic, suitable for 3-6 year old kids",可爱的卡通秋葵， green ridged pod，儿童教育风格，简单友好，大眼睛，微笑表情，白色背景，扁平设计，矢量风格，适合3-6岁儿童
